hora,estado,potencia_W,kWh_intervalo,kWh_acumulado
2026-05-10 20:40:34,ON,10.553,0.000879,0.000879
2026-05-10 20:48:47,ON,30.792,0.002566,0.002566
2026-05-10 20:53:48,ON,10.523,0.000877,0.003443
2026-05-10 21:13:47,ON,24.703,0.002059,0.002059
2026-05-10 21:18:47,ON,10.396,0.000866,0.002925
2026-05-10 21:25:28,ON,15.125,0.00126,0.00126
2026-05-10 21:30:28,ON,13.178,0.001098,0.002359
2026-05-10 21:35:29,ON,13.551,0.001129,0.003488
2026-05-10 21:40:30,ON,18.782,0.001565,0.005053
2026-05-10 21:45:30,ON,18.687,0.001557,0.00661
2026-05-10 21:50:31,ON,17.123,0.001427,0.008037
2026-05-10 21:55:31,ON,17.655,0.001471,0.009508
2026-05-10 22:00:31,ON,17.231,0.001436,0.010944
2026-05-10 22:05:32,ON,17.186,0.001432,0.012377
2026-05-10 22:10:34,ON,17.495,0.001458,0.013834
2026-05-10 22:15:34,ON,17.377,0.001448,0.015282
2026-05-10 22:20:35,ON,27.023,0.002252,0.017534
2026-05-10 22:25:36,ON,21.18,0.001765,0.019299
2026-05-10 22:30:37,ON,22.908,0.001909,0.021208
2026-05-10 22:35:37,ON,27.739,0.002312,0.02352
2026-05-10 22:40:38,ON,29.89,0.002491,0.026011
2026-05-10 22:45:38,ON,25.862,0.002155,0.028166
2026-05-10 22:50:39,ON,22.703,0.001892,0.030058
2026-05-10 22:55:40,ON,20.117,0.001676,0.031734
2026-05-10 23:00:40,ON,29.351,0.002446,0.03418
2026-05-10 23:05:41,ON,17.884,0.00149,0.035671
2026-05-10 23:10:41,ON,30.584,0.002549,0.038219
2026-05-10 23:15:42,ON,17.482,0.001457,0.039676
2026-05-10 23:20:43,ON,26.666,0.002222,0.041898
2026-05-10 23:25:43,ON,22.491,0.001874,0.043772
2026-05-10 23:30:44,ON,29.274,0.002439,0.046212
2026-05-10 23:35:45,ON,19.566,0.00163,0.047842
2026-05-10 23:40:45,ON,27.916,0.002326,0.050169
2026-05-10 23:45:46,ON,27.865,0.002322,0.052491
2026-05-10 23:50:47,ON,26.491,0.002208,0.054698
2026-05-10 23:55:47,ON,24.204,0.002017,0.056715
2026-05-11 00:00:48,ON,21.054,0.001754,0.05847
2026-05-11 00:05:48,ON,20.278,0.00169,0.06016
2026-05-11 00:10:49,ON,31.06,0.002588,0.062748
2026-05-11 00:15:49,ON,28.657,0.002388,0.065136
2026-05-11 00:20:50,ON,24.229,0.002019,0.067155
2026-05-11 00:25:51,ON,20.82,0.001735,0.06889
2026-05-11 00:30:54,ON,29.646,0.002471,0.071361
2026-05-11 00:35:55,ON,29.546,0.002462,0.073823
2026-05-11 00:40:56,ON,23.087,0.001924,0.075747
2026-05-11 00:45:57,ON,23.903,0.001992,0.077739
2026-05-11 00:50:58,ON,31.419,0.002618,0.080357
2026-05-11 08:55:00,ON,13.906,0.001159,0.001159
2026-05-11 09:04:16,ON,19.442,0.00162,0.00162
2026-05-11 09:06:10,ON,14.524,0.00121,0.00121
2026-05-11 09:11:11,ON,15.625,0.001302,0.002512
2026-05-11 09:16:11,ON,12.84,0.00107,0.003582
2026-05-11 09:21:12,ON,19.842,0.001653,0.005236
2026-05-11 09:26:12,ON,17.501,0.001458,0.006694
2026-05-11 09:31:15,ON,17.274,0.00144,0.008134
2026-05-11 09:36:16,ON,17.668,0.001472,0.009606
2026-05-11 09:41:21,ON,17.381,0.001448,0.011055
2026-05-11 09:46:22,ON,18.696,0.001558,0.012613
2026-05-11 09:51:22,ON,12.197,0.001016,0.013629
2026-05-11 09:56:27,ON,12.576,0.001048,0.014677
2026-05-11 10:01:28,ON,19.033,0.001586,0.016263
2026-05-11 10:06:31,ON,16.828,0.001402,0.017665
2026-05-11 10:11:36,ON,17.369,0.001447,0.019113
2026-05-11 10:16:36,ON,17.252,0.001438,0.02055
2026-05-11 10:21:37,ON,17.162,0.00143,0.021981
2026-05-11 10:26:38,ON,13.674,0.001139,0.02312
2026-05-11 10:31:39,ON,12.619,0.001052,0.024172
2026-05-11 10:42:01,ON,17.483,0.001457,0.025629
2026-05-11 10:47:01,ON,16.79,0.001399,0.027028
2026-05-11 10:52:04,ON,17.323,0.001444,0.028471
2026-05-11 10:57:05,ON,17.141,0.001428,0.0299
2026-05-11 11:02:06,ON,17.48,0.001457,0.031357
2026-05-11 11:07:09,ON,11.581,0.000965,0.032322
2026-05-11 11:12:12,ON,13.971,0.001164,0.033486
2026-05-11 11:17:13,ON,19.462,0.001622,0.035108
2026-05-11 11:22:13,ON,15.067,0.001256,0.036363
2026-05-11 11:27:14,ON,17.785,0.001482,0.037845
2026-05-11 11:32:15,ON,19.41,0.001618,0.039463
2026-05-11 11:37:15,ON,17.63,0.001469,0.040932
2026-05-11 11:42:20,ON,16.584,0.001382,0.042314
2026-05-11 11:47:34,ON,13.577,0.001131,0.043445
2026-05-11 11:52:36,ON,13.281,0.001107,0.044552
2026-05-11 11:57:43,ON,15.416,0.001285,0.045837
2026-05-11 12:02:43,ON,17.902,0.001492,0.047329
2026-05-11 12:07:44,ON,20.058,0.001672,0.049
2026-05-11 12:12:48,ON,17.71,0.001476,0.050476
2026-05-11 12:17:52,ON,19.843,0.001654,0.05213
2026-05-11 12:22:54,ON,17.829,0.001486,0.053615
2026-05-11 12:27:55,ON,13.26,0.001105,0.05472
2026-05-11 12:32:56,ON,12.754,0.001063,0.055783
