timeStamp,elapsed,label,responseCode,responseMessage,success,failureMessage,Latency,IdleTime,Connect
1778506591842,50,H,200,,true,,47,0,13
1778506591897,12,L,200,,true,,3,0,0
1778506591910,24,LP,200,,true,,14,0,0
1778506591937,29,LatP,200,,true,,19,0,0
1778506591966,42,Ad,200,,true,,8,0,0
1778506592009,30,LP_D,200,,true,,20,0,0
1778506592041,36,Ad2,200,,true,,9,0,0
1778506592078,11,Out,200,,true,,4,0,0
1778506592090,6,H,200,,true,,6,0,0
1778506592097,9,L,200,,true,,2,0,0
1778506592106,19,LP,200,,true,,11,0,0
1778506592126,32,LatP,200,,true,,24,0,0
1778506592159,38,Ad,200,,true,,6,0,0
1778506592198,28,LP_D,200,,true,,20,0,0
1778506592228,41,Ad2,200,,true,,7,0,0
1778506592270,16,Out,200,,true,,6,0,0
1778506592287,9,H,200,,true,,8,0,0
1778506592296,11,L,200,,true,,2,0,0
1778506592307,28,LP,200,,true,,20,0,0
1778506592336,40,LatP,200,,true,,32,0,0
1778506592376,32,Ad,200,,true,,7,0,0
1778506592409,18,LP_D,200,,true,,10,0,0
1778506592429,18,Ad2,200,,true,,3,0,0
1778506592448,9,Out,200,,true,,3,0,0
1778506592458,5,H,200,,true,,4,0,0
1778506592463,6,L,200,,true,,2,0,0
1778506592470,16,LP,200,,true,,8,0,0
1778506592487,19,LatP,200,,true,,12,0,0
1778506592507,18,Ad,200,,true,,4,0,0
1778506592526,16,LP_D,200,,true,,8,0,0
1778506592543,21,Ad2,200,,true,,4,0,0
1778506592564,12,Out,200,,true,,4,0,0
1778506592576,8,H,200,,true,,7,0,0
1778506592585,11,L,200,,true,,2,0,0
1778506592596,33,LP,200,,true,,20,0,0
1778506592630,44,LatP,200,,true,,32,0,0
1778506592675,41,Ad,200,,true,,7,0,0
1778506592717,32,LP_D,200,,true,,19,0,0
1778506592750,42,Ad2,200,,true,,8,0,0
1778506592793,17,Out,200,,true,,6,0,0
1778506592810,9,H,200,,true,,8,0,0
1778506592819,12,L,200,,true,,3,0,0
1778506592832,27,LP,200,,true,,18,0,0
1778506592860,39,LatP,200,,true,,32,0,0
1778506592900,39,Ad,200,,true,,7,0,0
1778506592940,27,LP_D,200,,true,,18,0,0
1778506592968,37,Ad2,200,,true,,7,0,0
1778506593006,16,Out,200,,true,,6,0,0
1778506593022,9,H,200,,true,,8,0,0
1778506593031,11,L,200,,true,,2,0,0
1778506593042,25,LP,200,,true,,17,0,0
1778506593068,39,LatP,200,,true,,32,0,0
1778506593108,39,Ad,200,,true,,6,0,0
1778506593147,28,LP_D,200,,true,,19,0,0
1778506593176,41,Ad2,200,,true,,8,0,0
1778506593218,15,Out,200,,true,,5,0,0
1778506593233,9,H,200,,true,,9,0,0
1778506593243,11,L,200,,true,,2,0,0
1778506593254,28,LP,200,,true,,19,0,0
1778506593283,38,LatP,200,,true,,30,0,0
1778506593321,21,Ad,200,,true,,4,0,0
1778506593342,17,LP_D,200,,true,,9,0,0
1778506593360,20,Ad2,200,,true,,4,0,0
1778506593381,10,Out,200,,true,,4,0,0
1778506593391,6,H,200,,true,,6,0,0
1778506593398,8,L,200,,true,,1,0,0
1778506593406,22,LP,200,,true,,14,0,0
1778506593429,41,LatP,200,,true,,33,0,1
1778506593470,39,Ad,200,,true,,7,0,0
1778506593510,27,LP_D,200,,true,,19,0,0
1778506593539,28,Ad2,200,,true,,7,0,0
1778506593568,9,Out,200,,true,,3,0,0
1778506593578,4,H,200,,true,,4,0,0
1778506593583,6,L,200,,true,,1,0,0
1778506593589,17,LP,200,,true,,7,0,0
1778506593607,20,LatP,200,,true,,12,0,0
1778506593627,17,Ad,200,,true,,4,0,0
1778506593644,18,LP_D,200,,true,,8,0,0
1778506593663,17,Ad2,200,,true,,4,0,0
1778506593681,8,Out,200,,true,,3,0,0
1778506593689,6,H,200,,true,,5,0,0
1778506593695,7,L,200,,true,,2,0,0
1778506593703,23,LP,200,,true,,10,0,0
1778506593727,42,LatP,200,,true,,30,0,0
1778506593769,25,Ad,200,,true,,6,0,0
1778506593795,23,LP_D,200,,true,,10,0,0
1778506593819,20,Ad2,200,,true,,4,0,0
1778506593840,9,Out,200,,true,,3,0,0
1778506593850,6,H,200,,true,,6,0,0
1778506593857,9,L,200,,true,,1,0,0
1778506593866,28,LP,200,,true,,19,0,0
1778506593895,50,LatP,200,,true,,42,0,0
1778506593945,28,Ad,200,,true,,6,0,0
1778506593974,21,LP_D,200,,true,,13,0,0
1778506593996,28,Ad2,200,,true,,6,0,0
1778506594025,11,Out,200,,true,,4,0,0
1778506594037,7,H,200,,true,,6,0,0
1778506594044,8,L,200,,true,,2,0,0
1778506594053,19,LP,200,,true,,11,0,0
1778506594073,28,LatP,200,,true,,20,0,0
1778506594101,27,Ad,200,,true,,5,0,0
1778506594128,21,LP_D,200,,true,,13,0,0
1778506594151,27,Ad2,200,,true,,5,0,0
1778506594178,11,Out,200,,true,,4,0,0
1778506594189,7,H,200,,true,,6,0,0
1778506594196,9,L,200,,true,,2,0,0
1778506594205,22,LP,200,,true,,12,0,0
1778506594228,31,LatP,200,,true,,23,0,0
1778506594260,31,Ad,200,,true,,5,0,0
1778506594291,24,LP_D,200,,true,,15,0,0
1778506594316,40,Ad2,200,,true,,7,0,0
1778506594357,15,Out,200,,true,,6,0,0
1778506594373,9,H,200,,true,,8,0,0
1778506594382,11,L,200,,true,,2,0,0
1778506594394,26,LP,200,,true,,18,0,0
1778506594421,40,LatP,200,,true,,33,0,0
1778506594462,37,Ad,200,,true,,5,0,0
1778506594500,25,LP_D,200,,true,,16,0,0
1778506594526,41,Ad2,200,,true,,6,0,0
1778506594567,11,Out,200,,true,,4,0,0
1778506594578,6,H,200,,true,,5,0,0
1778506594585,7,L,200,,true,,1,0,0
1778506594592,20,LP,200,,true,,11,0,0
1778506594613,25,LatP,200,,true,,17,0,0
1778506594638,27,Ad,200,,true,,5,0,0
1778506594665,25,LP_D,200,,true,,16,0,0
1778506594691,32,Ad2,200,,true,,5,0,0
1778506594724,9,Out,200,,true,,3,0,0
1778506594734,6,H,200,,true,,5,0,0
1778506594740,7,L,200,,true,,1,0,0
1778506594747,24,LP,200,,true,,12,0,0
1778506594772,29,LatP,200,,true,,17,0,0
1778506594801,20,Ad,200,,true,,5,0,0
1778506594822,22,LP_D,200,,true,,9,0,0
1778506594845,17,Ad2,200,,true,,4,0,1
1778506594863,8,Out,200,,true,,3,0,0
1778506594872,5,H,200,,true,,4,0,0
1778506594877,6,L,200,,true,,1,0,0
1778506594884,15,LP,200,,true,,7,0,0
1778506594900,20,LatP,200,,true,,12,0,0
1778506594920,33,Ad,200,,true,,5,0,0
1778506594953,28,LP_D,200,,true,,19,0,0
1778506594982,40,Ad2,200,,true,,7,0,0
1778506595022,16,Out,200,,true,,6,0,0
1778506595038,9,H,200,,true,,8,0,0
1778506595047,11,L,200,,true,,2,0,0
1778506595059,31,LP,200,,true,,18,0,0
1778506595091,45,LatP,200,,true,,31,0,0
1778506595136,38,Ad,200,,true,,7,0,0
1778506595175,32,LP_D,200,,true,,19,0,0
1778506595208,28,Ad2,200,,true,,7,0,0
1778506595237,10,Out,200,,true,,4,0,0
1778506595248,5,H,200,,true,,5,0,0
1778506595254,7,L,200,,true,,1,0,0
1778506595262,21,LP,200,,true,,11,0,0
1778506595283,40,LatP,200,,true,,32,0,0
1778506595323,39,Ad,200,,true,,7,0,0
1778506595363,27,LP_D,200,,true,,18,0,0
1778506595391,41,Ad2,200,,true,,7,0,0
1778506595433,15,Out,200,,true,,5,0,0
1778506595449,9,H,200,,true,,9,0,0
1778506595459,11,L,200,,true,,1,0,0
1778506595470,31,LP,200,,true,,19,0,0
1778506595502,43,LatP,200,,true,,32,0,0
1778506595546,17,Ad,200,,true,,3,0,0
1778506595563,20,LP_D,200,,true,,8,0,0
1778506595585,16,Ad2,200,,true,,3,0,0
1778506595602,7,Out,200,,true,,2,0,0
1778506595610,5,H,200,,true,,4,0,0
1778506595615,7,L,200,,true,,1,0,0
1778506595622,18,LP,200,,true,,8,0,0
1778506595641,21,LatP,200,,true,,12,0,0
1778506595663,18,Ad,200,,true,,3,0,0
1778506595682,27,LP_D,200,,true,,17,0,0
1778506595710,38,Ad2,200,,true,,7,0,0
1778506595749,14,Out,200,,true,,5,0,0
1778506595764,8,H,200,,true,,7,0,0
1778506595772,10,L,200,,true,,2,0,0
1778506595783,30,LP,200,,true,,17,0,0
1778506595814,43,LatP,200,,true,,31,0,0
1778506595857,36,Ad,200,,true,,6,0,0
1778506595893,27,LP_D,200,,true,,14,0,0
1778506595921,19,Ad2,200,,true,,4,0,0
1778506595941,9,Out,200,,true,,3,0,0
1778506595950,5,H,200,,true,,4,0,0
1778506595955,6,L,200,,true,,2,0,0
1778506595961,17,LP,200,,true,,8,0,0
1778506595980,20,LatP,200,,true,,12,0,0
1778506596001,17,Ad,200,,true,,3,0,0
1778506596019,16,LP_D,200,,true,,7,0,0
1778506596037,18,Ad2,200,,true,,3,0,0
1778506596056,8,Out,200,,true,,3,0,0
1778506596064,5,H,200,,true,,4,0,0
1778506596069,6,L,200,,true,,2,0,0
1778506596076,17,LP,200,,true,,7,0,0
1778506596094,24,LatP,200,,true,,16,0,0
1778506596118,27,Ad,200,,true,,4,0,0
1778506596146,26,LP_D,200,,true,,16,0,0
1778506596173,41,Ad2,200,,true,,7,0,0
1778506596214,15,Out,200,,true,,5,0,0
1778506596229,10,H,200,,true,,10,0,1
1778506596240,11,L,200,,true,,1,0,0
1778506596251,29,LP,200,,true,,20,0,0
1778506596281,39,LatP,200,,true,,31,0,0
1778506596320,39,Ad,200,,true,,7,0,0
1778506596359,28,LP_D,200,,true,,19,0,0
1778506596388,40,Ad2,200,,true,,7,0,0
1778506596429,15,Out,200,,true,,5,0,0
1778506596445,9,H,200,,true,,8,0,0
1778506596454,11,L,200,,true,,2,0,0
1778506596465,27,LP,200,,true,,19,0,0
1778506596493,49,LatP,200,,true,,41,0,0
1778506596542,23,Ad,200,,true,,5,0,0
1778506596565,17,LP_D,200,,true,,8,0,0
1778506596583,16,Ad2,200,,true,,3,0,0
1778506596600,8,Out,200,,true,,3,0,0
1778506596609,4,H,200,,true,,4,0,0
1778506596614,6,L,200,,true,,1,0,0
1778506596621,18,LP,200,,true,,9,0,0
1778506596640,35,LatP,200,,true,,27,0,0
1778506596676,35,Ad,200,,true,,6,0,0
1778506596712,27,LP_D,200,,true,,17,0,0
1778506596740,36,Ad2,200,,true,,6,0,0
1778506596777,14,Out,200,,true,,4,0,0
1778506596791,8,H,200,,true,,7,0,0
1778506596799,10,L,200,,true,,2,0,0
1778506596809,27,LP,200,,true,,17,0,0
1778506596837,38,LatP,200,,true,,29,0,0
1778506596876,62,Ad,200,,true,,5,0,0
1778506596939,18,LP_D,200,,true,,8,0,0
1778506596958,17,Ad2,200,,true,,4,0,0
1778506596976,8,Out,200,,true,,3,0,0
1778506596984,5,H,200,,true,,4,0,0
1778506596989,6,L,200,,true,,1,0,0
1778506596995,18,LP,200,,true,,8,0,0
