timeStamp,elapsed,label,responseCode,responseMessage,success,failureMessage,Latency,IdleTime,Connect
1778504191829,38,H,200,,true,,34,0,13
1778504191870,11,L,200,,true,,3,0,0
1778504191882,22,LP,200,,true,,14,0,0
1778504191907,46,LatP,200,,true,,38,0,0
1778504191953,35,Ad,200,,true,,13,0,0
1778504191989,20,LP_D,200,,true,,11,0,0
1778504192011,23,Ad2,200,,true,,5,0,0
1778504192036,9,Out,200,,true,,3,0,0
1778504192046,6,H,200,,true,,5,0,0
1778504192052,7,L,200,,true,,2,0,0
1778504192060,17,LP,200,,true,,8,0,0
1778504192079,23,LatP,200,,true,,15,0,0
1778504192102,34,Ad,200,,true,,6,0,0
1778504192137,22,LP_D,200,,true,,14,0,0
1778504192161,30,Ad2,200,,true,,6,0,0
1778504192192,12,Out,200,,true,,4,0,0
1778504192205,6,H,200,,true,,6,0,0
1778504192212,9,L,200,,true,,2,0,0
1778504192222,30,LP,200,,true,,20,0,0
1778504192253,35,LatP,200,,true,,25,0,0
1778504192288,18,Ad,200,,true,,4,0,0
1778504192307,18,LP_D,200,,true,,8,0,0
1778504192326,17,Ad2,200,,true,,4,0,0
1778504192344,8,Out,200,,true,,3,0,0
1778504192352,5,H,200,,true,,5,0,0
1778504192358,6,L,200,,true,,1,0,0
1778504192364,18,LP,200,,true,,8,0,0
1778504192383,19,LatP,200,,true,,10,0,0
1778504192402,18,Ad,200,,true,,4,0,0
1778504192420,18,LP_D,200,,true,,9,0,0
1778504192439,20,Ad2,200,,true,,4,0,0
1778504192459,29,Out,200,,true,,4,0,0
1778504192489,5,H,200,,true,,4,0,0
1778504192494,7,L,200,,true,,1,0,0
1778504192501,23,LP,200,,true,,10,0,0
1778504192525,23,LatP,200,,true,,11,0,0
1778504192549,16,Ad,200,,true,,3,0,0
1778504192566,20,LP_D,200,,true,,8,0,0
1778504192588,17,Ad2,200,,true,,4,0,0
1778504192606,8,Out,200,,true,,3,0,0
1778504192615,5,H,200,,true,,4,0,0
1778504192621,5,L,200,,true,,1,0,0
1778504192627,16,LP,200,,true,,7,0,0
1778504192644,20,LatP,200,,true,,12,0,0
1778504192665,17,Ad,200,,true,,3,0,0
1778504192683,17,LP_D,200,,true,,7,0,0
1778504192701,21,Ad2,200,,true,,4,0,0
1778504192723,11,Out,200,,true,,4,0,0
1778504192734,7,H,200,,true,,6,0,0
1778504192742,10,L,200,,true,,1,0,0
1778504192752,26,LP,200,,true,,16,0,0
1778504192779,35,LatP,200,,true,,27,0,0
1778504192815,33,Ad,200,,true,,5,0,0
1778504192849,25,LP_D,200,,true,,16,0,0
1778504192875,35,Ad2,200,,true,,7,0,0
1778504192911,14,Out,200,,true,,5,0,0
1778504192926,8,H,200,,true,,7,0,0
1778504192934,10,L,200,,true,,1,0,0
1778504192944,27,LP,200,,true,,19,0,0
